5.631,1,04,0738,B9,
5.631,1,06,073D,B9,
5.647,1,06,073B,B9,
5.647,1,06,0738,B9,
5.647,1,06,073E,B9,
5.647,1,06,073C,B9,
5.662,1,08,073B,B9,
5.662,1,08,073D,B9,
5.662,1,08,0736,B9,
5.662,1,08,073C,B9,
5.678,1,08,073C,B9,
5.678,1,08,0737,B9,
5.678,1,0A,073D,B9,
5.678,1,0A,073B,B9,
5.694,1,0A,073A,B9,
5.694,1,0A,073C,B9,
5.694,1,0A,073D,B9,
5.694,1,0A,073B,B9,
5.709,1,0C,073E,B9,
5.709,1,0C,0737,B9,
5.709,1,0C,073C,B9,
5.709,1,0C,073D,B9,
5.709,1,0C,073B,B9,
5.725,1,0E,073D,B9,
5.725,1,0E,0738,B9,
5.725,1,0E,073E,B9,
5.725,1,0E,073E,B9,
5.74,1,0E,073D,B9,
5.74,1,0E,073E,B9,
5.74,1,10,073C,B9,
5.74,1,10,073F,B9,
5.756,1,10,073C,B9,
5.756,1,10,073E,B9,
5.756,1,10,073C,B9,
5.756,1,12,0740,B9,
5.772,1,12,073C,B9,
5.772,1,12,073F,B9,
5.772,1,12,073E,B9,
5.772,1,12,073F,B9,
5.772,1,12,0740,B9,
5.787,1,14,073B,B9,
5.787,1,14,073F,B9,
5.787,1,14,073D,B9,
5.787,1,14,0740,B9,
5.803,1,14,0740,B9,
5.803,1,16,073B,B9,
5.803,2,16,0740,B9,
5.803,1,16,073F,B9,
5.818,1,16,073B,B9,
5.818,1,16,0741,B9,
5.818,1,16,073F,B9,
5.818,1,18,073B,B9,
5.834,1,18,0741,B9,
5.834,1,18,073F,B9,
5.834,1,18,073C,B9,
5.834,1,18,0741,B9,
5.85,1,1A,0741,B9,
5.85,1,1A,073E,B9,
5.85,1,1A,0742,B9,
5.85,1,1A,0743,B9,
5.85,1,1A,0740,B9,
5.865,2,1A,073E,B9,
5.865,4,1C,0743,B9,
5.865,5,1C,0741,B9,
5.865,7,1C,0742,B9,
5.881,8,1C,073F,B9,
5.881,9,1C,073D,B9,
5.881,9,1E,0743,B9,
5.881,10,1E,0742,B9,
5.896,11,1E,0742,B9,
5.896,12,1E,0740,B9,
5.896,13,1E,073E,B9,
5.896,13,1E,0742,B9,
5.912,14,20,0743,B9,
5.912,14,20,0743,B9,
5.912,15,20,0742,B9,
5.912,16,20,0741,B9,
5.928,16,20,073F,B9,
5.928,17,22,0743,B9,
5.928,18,22,0744,B9,
5.928,19,22,0744,B9,
5.928,19,22,0744,B9,
5.943,20,22,0744,B9,
5.943,20,22,0742,B9,
5.943,21,24,0741,B9,
5.943,22,24,0740,B9,
5.959,23,24,073F,B9,
5.959,23,24,073F,B9,
5.959,24,24,0744,B9,
5.959,25,26,0744,B9,
5.974,25,26,0745,B9,
5.974,26,26,0744,B9,
5.974,27,26,0745,B9,
5.974,28,26,0744,B9,
5.99,29,26,0745,B9,
5.99,29,28,0745,B9,
5.99,30,28,0744,B9,
5.99,30,28,0743,B9,
6.006,31,28,0743,B9,
6.006,32,28,0743,B9,
6.006,33,2A,0742,B9,
6.006,33,2A,0742,B9,
6.006,34,2A,0742,B9,
6.021,35,2A,0742,B9,
6.021,36,2A,0742,B9,
6.021,37,2A,0741,B9,
6.021,38,2C,0742,B9,
6.037,38,2C,0742,B9,
6.037,38,2C,0742,B9,
6.037,40,2C,0742,B9,
6.037,40,2C,0742,B9,
6.052,41,2E,0743,B9,
6.052,42,2E,0743,B9,
6.052,43,2E,0744,B9,
6.052,43,2E,0745,B9,
6.068,44,2E,0745,B9,
6.068,44,2E,0746,B9,
6.068,45,30,0746,B9,
6.068,46,30,0747,B9,
6.084,46,30,0746,B9,
6.084,47,30,0746,B9,
6.084,48,30,0746,B9,
6.084,49,32,0747,B9,
6.084,49,32,0741,B9,
6.099,50,32,0742,B9,
6.099,51,32,0744,B9,
6.099,52,32,0745,B9,
6.099,52,32,0746,B9,
