Time:2020/09/24 15:44:48
2.199,65535,00,073B,00,
2.199,65535,00,073B,B9,
2.199,65535,00,073B,B9,
2.199,65535,00,073B,B9,
2.215,65535,00,073B,B9,
2.215,65535,00,073B,B9,
2.215,65535,02,073B,B9,
2.215,65535,02,073B,B9,
2.23,65535,02,073B,B9,
2.23,65535,02,073B,B9,
2.23,65535,02,07C0,B9,
2.23,65535,02,07C0,B9,
2.246,65535,04,07C0,B9,
2.246,65535,04,07C0,B9,
2.246,65535,04,07C0,B9,
2.246,65535,04,07C0,B9,
2.262,65535,04,07C0,B9,
2.262,65535,06,07C0,B9,
2.262,65535,06,07C0,B9,
2.262,65535,06,07C0,B9,
2.277,65535,06,064C,B8,
2.277,2,06,064C,B9,
2.277,1,08,0727,B9,
2.277,1,08,072B,B9,
2.277,1,08,073E,B9,
2.293,1,08,072C,B9,
2.293,1,08,0739,B9,
2.293,1,08,0737,B9,
2.293,1,0A,0738,B9,
2.308,1,0A,0736,B9,
2.308,1,0A,0739,B9,
2.308,1,0A,0739,B9,
2.308,1,0A,073E,B9,
2.324,1,0C,0730,B9,
2.324,1,0C,073B,B9,
2.324,1,0C,0734,B9,
2.324,1,0C,0735,B9,
2.34,1,0C,0739,B9,
2.34,1,0C,073A,B9,
2.34,1,0E,073C,B9,
2.34,1,0E,073B,B9,
2.355,2,0E,0738,B9,
2.355,1,0E,073C,B9,
2.355,1,0E,073C,B8,
2.355,1,10,0738,B9,
2.355,1,10,073A,B9,
2.371,1,10,073D,B9,
2.371,1,10,073D,B8,
2.371,1,10,073A,B9,
2.371,1,10,073E,B9,
2.386,1,12,0738,B9,
2.386,1,12,073C,B9,
2.386,1,12,073D,B9,
2.386,1,12,0739,B9,
2.402,1,12,073E,B9,
2.402,1,14,073E,B8,
2.402,1,14,073D,B9,
2.402,1,14,073E,B8,
2.418,1,14,073B,B8,
2.418,1,14,073F,B9,
2.418,1,14,073A,B9,
2.418,1,16,073E,B9,
2.418,1,16,073A,B9,
2.433,1,16,073F,B9,
2.433,1,16,073A,B9,
2.433,1,16,0740,B9,
2.433,1,18,073C,B9,
2.449,1,18,073F,B9,
2.449,1,18,073D,B9,
2.449,1,18,073F,B8,
2.449,1,18,073E,B9,
2.464,1,18,0740,B8,
2.464,1,1A,0740,B9,
2.464,1,1A,073C,B9,
2.464,1,1A,0740,B9,
2.48,1,1A,073F,B9,
2.48,1,1A,0740,B8,
2.48,1,1C,0740,B9,
2.48,1,1C,073B,B9,
2.496,1,1C,0740,B8,
2.496,1,1C,073F,B9,
2.496,1,1C,073B,B9,
2.496,1,1C,0741,B9,
2.496,1,1E,073F,B9,
2.511,1,1E,0741,B8,
2.511,1,1E,0741,B9,
2.511,1,1E,073E,B9,
2.511,1,1E,0740,B8,
2.527,1,20,0741,B9,
2.527,1,20,073C,B9,
2.527,1,20,0741,B9,
2.527,1,20,0740,B9,
2.542,1,20,073C,B9,
2.542,1,20,0740,B9,
2.542,1,22,0740,B9,
2.542,1,22,0739,B9,
2.558,1,22,0741,B9,
2.558,1,22,073D,B9,
2.558,1,22,0741,B9,
2.558,1,24,0741,B9,
2.574,1,24,073C,B9,
2.574,1,24,0741,B9,
2.574,1,24,073F,B9,
2.574,1,24,073B,B9,
2.574,1,24,0741,B8,
2.589,1,26,073F,B9,
2.589,1,26,0740,B8,
2.589,1,26,0741,B9,
2.589,1,26,073F,B9,
2.605,1,26,073C,B9,
2.605,1,28,0741,B9,
2.605,1,28,073F,B9,
2.605,2,28,073B,B9,
2.62,1,28,0741,B8,
2.62,1,28,0741,B9,
2.62,1,28,073E,B9,
2.62,1,2A,0742,B8,
2.636,1,2A,0741,B9,
2.636,2,2A,0741,B9,
2.636,4,2A,073D,B9,
2.636,5,2A,0742,B8,
2.652,7,2C,0742,B9,
2.652,8,2C,0740,B9,
2.652,9,2C,073D,B9,
2.652,9,2C,0741,B8,
2.652,10,2C,0741,B9,
2.667,11,2C,073F,B9,
2.667,11,2E,073C,B9,
2.667,11,2E,0741,B9,
2.667,12,2E,0740,B9,
2.683,13,2E,073C,B9,
2.683,13,2E,0740,B8,
2.683,13,30,0740,B9,
2.683,13,30,073A,B9,
2.698,14,30,0740,B9,
2.698,14,30,073D,B9,
2.698,14,30,0740,B8,
2.698,15,30,073F,B9,
2.714,15,32,073A,B9,
2.714,15,32,073F,B9,
2.714,16,32,073A,B9,
2.714,16,32,073F,B8,
2.73,17,32,073A,B9,
2.73,16,34,073F,B9,
2.73,16,34,073B,B9,
2.73,16,34,0740,B8,
2.73,16,34,073D,B9,
2.745,16,34,073F,B8,
2.745,16,34,073F,B9,
2.745,16,36,0740,B8,
2.745,15,36,0740,B9,
2.761,15,36,073B,B9,
2.761,15,36,0740,B8,
2.761,15,36,073E,B9,
2.761,14,38,073F,B8,
2.776,14,38,073E,B9,
2.776,15,38,073F,B8,
2.776,15,38,073F,B8,
2.776,15,38,073A,B9,
2.792,15,38,073F,B9,
2.792,15,3A,073A,B9,
2.792,15,3A,073F,B9,
2.792,16,3A,073B,B9,
2.792,16,3A,073F,B8,
2.808,17,3A,073C,B8,
2.808,17,3C,0740,B9,
2.808,17,3C,073D,B9,
2.808,18,3C,0741,B8,
2.823,19,3C,0741,B9,
2.823,19,3C,073D,B9,
2.823,20,3C,0741,B8,
2.823,20,3E,0741,B9,
2.839,21,3E,073D,B9,
2.839,22,3E,0742,B8,
2.839,22,3E,0742,B9,
2.839,22,3E,073F,B9,
2.854,23,40,073D,B9,
2.854,24,40,0741,B8,
2.854,24,40,0743,B9,
2.854,25,40,073F,B9,
2.87,26,40,073D,B9,
2.87,26,40,0742,B8,
2.87,26,42,0743,B9,
2.87,27,42,0741,B8,
2.87,28,42,073F,B9,
2.886,28,42,073E,B9,
2.886,29,42,0743,B8,
2.886,30,42,0743,B9,
2.886,30,44,0743,B8,
2.901,30,44,0742,B9,
2.901,32,44,0741,B9,
2.901,32,44,0740,B9,
2.901,32,44,073D,B9,
2.917,33,46,0743,B8,
2.917,34,46,0743,B9,
2.917,35,46,0744,B8,
2.917,35,46,0742,B9,
2.932,36,46,0740,B9,
2.932,36,46,073E,B9,
2.932,36,48,0743,B8,
2.932,37,48,0743,B9,
2.948,38,48,0744,B8,
2.948,38,48,0742,B9,
2.948,38,48,0741,B9,
2.948,39,4A,073F,B9,
2.948,39,4A,0744,B8,
2.964,40,4A,0744,B9,
2.964,40,4A,0744,B9,
2.964,40,4A,0744,B8,
2.964,41,4A,0743,B9,
2.979,41,4C,0742,B8,
2.979,41,4C,0741,B9,
2.979,42,4C,0740,B9,
2.979,42,4C,073F,B9,
2.995,43,4C,0744,B8,
2.995,42,4E,0744,B9,
2.995,43,4E,0744,B8,
2.995,43,4E,0745,B9,
3.01,44,4E,0744,B8,
3.01,44,4E,0744,B9,
3.01,44,4E,0744,B8,
3.01,45,50,0744,B9,
3.026,45,50,0744,B8,
3.026,45,50,0743,B9,
3.026,46,50,0743,B8,
3.026,46,50,0743,B8,
3.026,46,52,0741,B8,
3.042,46,52,0740,B9,
3.042,47,52,073F,B9,
3.042,46,52,073E,B8,
3.042,47,52,0743,B8,
3.057,47,52,0744,B8,
3.057,47,54,0743,B8,
3.057,47,54,0742,B8,
3.057,47,54,0740,B8,
3.073,47,54,073D,B9,
3.073,47,54,0743,B8,
3.073,47,56,0742,B8,
3.073,47,56,0742,B9,
3.088,48,56,073E,B8,
3.088,47,56,0742,B8,
3.088,47,56,0742,B8,
3.088,47,56,0742,B9,
3.104,47,58,073E,B8,
3.104,47,58,0741,B8,
3.104,48,58,0741,B8,
3.104,48,58,0740,B8,
3.104,49,58,073C,B9,
3.12,49,5A,0740,B8,
3.12,48,5A,073F,B8,
3.12,49,5A,0740,B8,
3.135,49,5A,0740,B9,
3.135,49,5A,073E,B9,
3.135,49,5A,0740,B8,
3.135,50,5C,0740,B9,
3.135,50,5C,073A,B9,
3.151,51,5C,0740,B8,
3.151,51,5C,073D,B8,
3.151,51,5C,0741,B8,
3.151,51,5E,0740,B8,
3.166,53,5E,073C,B9,
3.166,54,5E,0742,B8,
3.166,55,5E,0742,B8,
3.166,56,5E,0741,B8,
3.182,57,5E,073E,B8,
3.182,58,60,0742,B8,
3.182,58,60,0742,B9,
3.182,60,60,0743,B8,
3.182,61,60,0742,B8,
3.198,62,60,0740,B8,
3.198,62,62,073E,B8,
3.198,63,62,0743,B8,
3.198,64,62,0744,B8,
3.213,65,62,0743,B8,
